id,item,correct,filename1,filename2,discrimination,difficulty,guessing,inattention,target_file,probe_file,merged_file,duration_silence,duration_target,duration_probe,duration_merged
116,S1008,same,1008_0.wav,1008_0.wav,-0.3750193986986973,0.6909359471373033,0.007487326631700753,1,Task_0116_target.wav,Task_0116_probe.wav,Task_0116_merged.wav,5.0,4.998,4.998,14.996
117,S1009,diff,1009_0.wav,1009_2.wav,25.32742126031823,1.717125981784268,0.3456328659945556,1,Task_0117_target.wav,Task_0117_probe.wav,Task_0117_merged.wav,5.0,4.783,4.76,14.543
118,S1010,diff,1010_0.wav,1010_2.wav,2.45346325933335,-0.04914708291846082,0.530113185407211,1,Task_0118_target.wav,Task_0118_probe.wav,Task_0118_merged.wav,5.0,4.789,4.789,14.578
119,S1011,diff,1011_0.wav,1011_1.wav,1.674301713172858,-0.5018304117166276,1.587689354228769E-05,1,Task_0119_target.wav,Task_0119_probe.wav,Task_0119_merged.wav,5.0,4.778,4.748,14.526
120,S1101,same,1101_0.wav,1101_0.wav,49.09994263900732,0.9135357613953513,0.6373505756834049,1,Task_0120_target.wav,Task_0120_probe.wav,Task_0120_merged.wav,5.0,5.358,5.358,15.716
121,S1103,diff,1103_0.wav,1103_2.wav,2.622967783401737,-0.02341291590646478,0.1611190920427145,1,Task_0121_target.wav,Task_0121_probe.wav,Task_0121_merged.wav,5.0,5.393,5.375,15.768
122,S1105,diff,1105_0.wav,1105_2.wav,2.939868862215038,-0.006381706250674101,0.2995549861168891,1,Task_0122_target.wav,Task_0122_probe.wav,Task_0122_merged.wav,5.0,5.074,5.074,15.147
123,S1107,diff,1107_0.wav,1107_2.wav,1.352950563894503,-0.1729789654272591,7.371554743783251E-06,1,Task_0123_target.wav,Task_0123_probe.wav,Task_0123_merged.wav,5.0,5.277,5.184,15.461
124,S1108,diff,1108_0.wav,1108_2.wav,4.370647584635639,-0.1421602235491621,0.1369727425475631,1,Task_0124_target.wav,Task_0124_probe.wav,Task_0124_merged.wav,5.0,5.19,5.172,15.362
125,S1109,same,1109_0.wav,1109_0.wav,-65.97494819176772,-0.9031611033111625,0.319209462858657,1,Task_0125_target.wav,Task_0125_probe.wav,Task_0125_merged.wav,5.0,5.317,5.317,15.635
126,S1111,same,1111_0.wav,1111_0.wav,-3.583220144647101,-1.752768265354513,0.2913848634475046,1,Task_0126_target.wav,Task_0126_probe.wav,Task_0126_merged.wav,5.0,5.056,5.056,15.112
127,S1201,same,1201_0.wav,1201_0.wav,-58.44351069992523,-0.8947944817014836,0.4792354733803595,1,Task_0127_target.wav,Task_0127_probe.wav,Task_0127_merged.wav,5.0,5.596,5.596,16.192
128,S1202,diff,1202_0.wav,1202_2.wav,44.18397581027455,-0.1513765726459466,0.6320735357094525,1,Task_0128_target.wav,Task_0128_probe.wav,Task_0128_merged.wav,5.0,5.834,5.851,16.685
129,S1204,same,1204_0.wav,1204_0.wav,-1.138042896267722,-1.030073849762228,0.4574217370817485,1,Task_0129_target.wav,Task_0129_probe.wav,Task_0129_merged.wav,5.0,5.637,5.637,16.273
130,S1205,same,1205_0.wav,1205_0.wav,-1.1837223273347,-0.9229778139817393,0.2518110611922192,1,Task_0130_target.wav,Task_0130_probe.wav,Task_0130_merged.wav,5.0,5.358,5.358,15.716
131,S1207,diff,1207_0.wav,1207_1.wav,1.869568754733148,-0.2234764302323057,9.874635706578597E-06,1,Task_0131_target.wav,Task_0131_probe.wav,Task_0131_merged.wav,5.0,5.532,5.462,15.995
132,S1208,diff,1208_0.wav,1208_1.wav,5.81624007673039,0.5129944568823073,0.3106197668979717,1,Task_0132_target.wav,Task_0132_probe.wav,Task_0132_merged.wav,5.0,5.509,5.497,16.006
133,S1210,diff,1210_0.wav,1210_2.wav,68.96452680174333,0.3003953066851044,0.1383140607806543,1,Task_0133_target.wav,Task_0133_probe.wav,Task_0133_merged.wav,5.0,5.59,5.59,16.18
134,S1211,diff,1211_0.wav,1211_2.wav,1.143375824619635,0.7178564834142639,0.07921784789691425,1,Task_0134_target.wav,Task_0134_probe.wav,Task_0134_merged.wav,5.0,5.416,5.445,15.861
135,S1212,same,1212_0.wav,1212_0.wav,-43.69661878603342,-1.504049595163645,0.5407650483298626,1,Task_0135_target.wav,Task_0135_probe.wav,Task_0135_merged.wav,5.0,5.503,5.503,16.006
136,S1301,same,1301_0.wav,1301_0.wav,-1.092236353614126,-0.383706194640647,1.661955704386269E-05,1,Task_0136_target.wav,Task_0136_probe.wav,Task_0136_merged.wav,5.0,5.759,5.759,16.517
137,S1304,diff,1304_0.wav,1304_1.wav,62.82837525152457,0.5086909781818887,0.3871855116018204,1,Task_0137_target.wav,Task_0137_probe.wav,Task_0137_merged.wav,5.0,5.991,5.991,16.981
138,S1306,diff,1306_0.wav,1306_1.wav,0.6380808376047383,-0.5209107916637709,6.194010627616061E-05,1,Task_0138_target.wav,Task_0138_probe.wav,Task_0138_merged.wav,5.0,5.869,5.875,16.743
139,S1307,same,1307_0.wav,1307_0.wav,-0.1735251675935718,0.7540410939001563,0.001091622237290616,1,Task_0139_target.wav,Task_0139_probe.wav,Task_0139_merged.wav,5.0,5.7,5.7,16.401
140,S1311,diff,1311_0.wav,1311_1.wav,1.381826789418509,-0.1769021361638082,1.11812321711703E-05,1,Task_0140_target.wav,Task_0140_probe.wav,Task_0140_merged.wav,5.0,5.979,5.892,16.871
141,S1401,same,1401_0.wav,1401_0.wav,34.63741040268675,1.29820675819428,0.4758240911532944,1,Task_0141_target.wav,Task_0141_probe.wav,Task_0141_merged.wav,5.0,6.269,6.269,17.539
142,S1406,same,1406_0.wav,1406_0.wav,-43.36659344892063,-1.509719683616118,0.672047894377804,1,Task_0142_target.wav,Task_0142_probe.wav,Task_0142_merged.wav,5.0,6.211,6.211,17.423
143,S1409,diff,1409_0.wav,1409_2.wav,4.587873824747355,-0.6213946786793313,3.989841804156932E-06,1,Task_0143_target.wav,Task_0143_probe.wav,Task_0143_merged.wav,5.0,6.159,6.159,17.318
144,S1410,same,1410_0.wav,1410_0.wav,-1.032270220724578,-0.5243940423941872,0.3920137311800165,1,Task_0144_target.wav,Task_0144_probe.wav,Task_0144_merged.wav,5.0,6.118,6.118,17.237
145,S1411,same,1411_0.wav,1411_0.wav,-22.89137316254667,-2.277082433155436,0.6116223862904066,1,Task_0145_target.wav,Task_0145_probe.wav,Task_0145_merged.wav,5.0,6.02,6.02,17.039
